human	mouse	weight
14828	1465	0.3613362723913661
11666	10755	0.3613362723913661
27096	153	0.18066813619568306
217578	22950	0.18066813619568306
21677	377	0.128212488017926
53424	2033	0.10223023254160661
84092	23647	0.10059606963555293
17349	25804	0.09033865754396753
14163	27258	0.09033865754396753
13017	23658	0.09033865754396753
15505	6635	0.09032029975946355
93762	7295	0.06383647491905171
12695	6521	0.06357603692850865
15185	351	0.05807288779371251
64930	1600	0.0565198925471332
16854	6416	0.054495849096592344
67155	23163	0.04545944195029316
13385	1017	0.041533206757012636
18193	672	0.04016059231616526
18786	421	0.035694427548130125
22778	1956	0.0321880311599342
22631	27236	0.03206646008228514
56210	7273	0.02943240606019648
22330	405	0.02803801795376436
52432	409	0.028008830665650516
13131	4171	0.026775883118725117
100986	1277	0.023900196444333322
23885	338	0.021246757680159798
12952	5925	0.020122692240280217
71766	2885	0.019668026491296772
66682	5111	0.018741746771233046
192292	375	0.01866986684052326
18627	6774	0.018430427295602247
245828	1387	0.01641029064126595
16348	767	0.014845683953248204
19299	4999	0.01439675565744079
18626	1499	0.014098508510454669
21417	333	0.01362979591555033
15165	9146	0.012677157951800811
12753	4088	0.012019796376012732
99152	4172	0.010730665455661977
12402	5371	0.010503584799075072
18708	1026	0.010293850971079842
60409	823	0.009380927794496882
20586	4926	0.008214598827891339
14812	891	0.008183601301928056
20181	6117	0.007746836922873363
98376	7251	0.0071800616799880266
14811	7534	0.0067832947547982955
18538	5932	0.006655045037555677
