human	mouse	weight
1956	53424	0.12941287633555904
2033	12695	0.09628642647054199
2885	14163	0.05469641013376873
672	22778	0.0525887726345659
1017	17349	0.05171610240309238
405	13385	0.04629630462313941
4171	64930	0.0340615045156005
5925	93762	0.03380626870255786
1499	13131	0.033046636615013746
351	330914	0.031094586045688016
409	433759	0.029066714004111628
6774	67155	0.021681248633544037
5111	12387	0.019875884070003527
1387	17927	0.019592353542896117
891	23885	0.01870083682923252
6416	66682	0.018700487365567554
5371	245828	0.01773784738495684
1277	84092	0.01678646770245089
23163	18708	0.01673306343436198
338	12402	0.014412776921918618
377	18627	0.014175166154516921
896	19893	0.01331847525838235
4088	99152	0.013159859855394602
421	12952	0.013090086026888818
1600	15166	0.013023806142971056
7273	13418	0.01214952753625779
823	98376	0.011954378000596106
1465	56210	0.011791153978797564
22950	67923	0.011724864910436929
3708	22330	0.011721805338404391
4926	18538	0.011721072726178556
10755	18193	0.011673126288207495
153	52432	0.011560758976778898
23658	18771	0.01121436207779089
6521	16854	0.010975550944024118
23647	12753	0.010531095641623495
4999	15505	0.010224933200578072
1026	77945	0.010207168225652914
1386	15504	0.010018002639109576
998	15165	0.009526949220847953
27258	11666	0.009433588033094575
6635	15185	0.009344924657141616
25804	22601	0.0092153781155275
580	71766	0.009047274586669062
4172	21677	0.008743314755297141
6117	16348	0.008665317502678606
4089	24069	0.00851454858345456
7704	78891	0.008156712468273462
9146	19299	0.007670620549020309
10926	22142	0.007221731793155476
