human	mouse	weight
672	433759	0.12077296321065042
2033	14163	0.09638271496189989
2885	23885	0.07373943128432782
1499	245828	0.06576701941692827
5925	66682	0.058944077820883345
351	16348	0.0512477688649172
6774	18514	0.047109458263535124
409	18538	0.04324231402587649
6416	84092	0.04071431688629724
23163	83797	0.03769102638613494
5371	99152	0.036910652361567424
1600	18627	0.03578423111191657
377	116848	0.034844378253378744
153	11431	0.029772453277716344
10755	67923	0.02958101871899761
338	98376	0.02898415141334997
7273	78891	0.028945213956676805
421	16854	0.02884236426467234
825	93762	0.02870295807582319
6521	24069	0.02749632177433616
3708	56210	0.026892679334064935
4547	22142	0.02644644525839905
823	27096	0.02622126826913475
23647	18771	0.02511903740596976
22950	12753	0.024630782018175444
580	12387	0.023546408791139978
2956	13017	0.01957891762225605
7251	15504	0.018165107986020407
27236	15165	0.017164582431135937
767	67155	0.013745365566824508
7020	18708	0.013697906289800197
6118	18626	0.013386792050561577
5900	15505	0.013344343365125202
1026	21417	0.01287050722911129
333	12703	0.012211469984427414
5664	15166	0.01176935313773637
10370	12402	0.010645574469514139
2318	14784	0.01031305554158676
4174	11865	0.010304025244416946
375	12952	0.01003130877388729
1013	22088	0.006806617666613106
4436	12953	0.0050132418923857745
602	18628	0.00479846273983759
10513	60409	0.0034312445388333364
9223	66226	0.002694996857895717
7916	13043	0.0019276354445075877
1436	76507	0.0019276354445075877
466	17927	0.000919901934423139
1523	19645	0.0003025294667804886
2624	20586	0.0
