human	mouse	weight
2099	53424	0.08333758777120352
2033	22034	0.05690778820871845
1956	18412	0.045438845577688354
672	18708	0.039443772552547954
1017	12695	0.03263058810749205
5970	12387	0.03196305405660549
2885	64930	0.026172663062436208
596	12402	0.024495458581061082
1387	433759	0.024021970481659306
405	15903	0.022932402630550363
867	21687	0.02199494363678882
10287	17246	0.020970591932727618
207	15260	0.020818543336479846
2547	18538	0.020142176186179677
1499	22195	0.01871905024534089
351	20467	0.017376240505297933
7329	16151	0.017204588628307826
4301	233908	0.01697772645819376
6929	16476	0.015729804489505964
409	53331	0.015420673893566992
4000	17257	0.01428740339406171
4088	13385	0.013471943623527912
5925	14163	0.013196279598770597
4233	216963	0.013032248863718131
1616	24051	0.012564600077703061
1936	20473	0.012481761290202575
3708	12703	0.011359705660626544
5111	13131	0.011258059613439706
7917	94221	0.010938383590073285
4297	93762	0.010718286256661796
6774	22778	0.010598217199651419
4804	13555	0.010022085751611835
5371	20779	0.009663328404282861
4926	14784	0.009520687383861236
10036	12575	0.009205349717556153
3791	12534	0.008982162545449696
7916	54126	0.008610219876847272
4790	13858	0.008539902547725632
10755	17762	0.007981124468862634
4904	245828	0.007763045352940353
23163	15461	0.007543694535005245
10971	18024	0.007454859664337675
2017	56717	0.007434699903955683
6416	18140	0.0071215127984086855
3064	50754	0.007097637157673178
4985	67155	0.006916679137175306
4692	66682	0.006771173592730019
4089	22059	0.006708741298971114
1915	17349	0.006551359628747611
8651	12468	0.006545506108316914
