human	mouse	weight
20779	2099	0.06351644262798044
16476	7329	0.04509691022940359
13858	596	0.040676318331303286
11350	2547	0.03812675265032122
216963	4000	0.033221595775421345
19303	1616	0.025715214750161735
225870	3064	0.025382141860975777
24051	23468	0.023158748265971165
21454	3717	0.021871129504659706
22030	3791	0.021122118971898904
20473	6606	0.021061965174806938
12520	3984	0.020922973565189146
22195	2260	0.02075834078637552
94221	4692	0.02042559490736962
12466	10971	0.020024376781198415
53331	11337	0.019333922314571924
24052	10036	0.018555979251137666
20391	3667	0.017851985420948926
233908	6929	0.016669757635165417
140559	10287	0.016426187633614184
56307	8631	0.01638179582988029
20467	23406	0.01636642138258537
11773	240	0.016335187936136177
20466	2252	0.015838631616599992
21687	2897	0.015317762185305226
17125	8651	0.015300861631388222
21349	3339	0.015156327254658106
20198	7917	0.014689885593683451
12737	6386	0.014462773413537867
26400	2898	0.014386831380673266
21888	5788	0.014219290009057159
243833	6597	0.013737406091938327
13555	355	0.01356035345310527
26904	9463	0.013493137822284972
72088	7531	0.012924122512041508
14367	2773	0.012916472265348063
14370	2781	0.012916472265348063
15461	10419	0.012810757750669772
13368	2775	0.01272744408959885
12421	5747	0.012177420045568982
15260	4286	0.010788477208108539
18518	7341	0.010259132291182565
22144	3643	0.00945916200289255
17475	3552	0.00922423427071622
15903	2224	0.009080435143208781
21406	8678	0.008832372112403184
15904	149428	0.008832371920048331
11546	3084	0.008766298872117995
14797	1936	0.008413807418628757
12048	663	0.008135543252191894
