human	mouse	weight
14828	1465	0.36881117141158043
11666	10755	0.36881117141158043
116848	22950	0.18440558570579021
27096	153	0.1844055857057902
21677	377	0.11221132346417981
53424	2033	0.10785473266211779
84092	23647	0.10070233507377326
17349	27258	0.09220279927866627
14163	23658	0.09220279927866627
13017	25804	0.09220279927866626
15505	6635	0.09220277357558157
12695	6521	0.063832918115243
64930	1956	0.04138610352765687
13385	1017	0.037481816050696996
13131	672	0.03633079645074051
192292	27236	0.03306307339429134
22631	23163	0.03145325777594557
93762	7295	0.030770603918467164
15185	351	0.023521601442159878
18627	5925	0.020989580226532006
12952	5111	0.020179550319900787
66682	1387	0.016950185333447363
16854	6416	0.016556073494813785
245828	4171	0.016422902571856007
22778	2885	0.014247788394848488
18626	6774	0.013856666705976151
12753	1499	0.013620748361533222
52432	409	0.012105432698991852
23885	4088	0.012008959432366914
77053	1277	0.010988932350413051
14811	1026	0.010781546266146462
14812	5371	0.01059488675977202
22330	405	0.00999343063099244
433759	375	0.008816787968845316
19299	4999	0.008607215566856652
15165	9146	0.008237582076387234
18708	891	0.008084361081640398
18786	421	0.007950010126681693
99152	4172	0.007504150676790903
12402	7534	0.007233334758887386
56210	6117	0.006866850231868837
21417	7251	0.006428461230388368
11865	7704	0.006080380116750121
18193	5932	0.005865107356466454
16348	1386	0.005513944415700662
20181	896	0.0053712526071066895
13418	4089	0.005332723861047607
18538	993	0.005148295793054875
15504	3480	0.0050669143861435985
15166	1213	0.004817934167587188
