human	mouse	weight
1956	53424	0.16678275730342604
2885	12695	0.08999233052122911
2033	13385	0.05906390582126525
672	22778	0.05635822313012701
1017	17349	0.05105617567882823
405	330914	0.041115140215313074
1499	64930	0.038857082256553904
351	93762	0.034505571243846865
5925	13131	0.03393580883832479
5371	14163	0.02701147182291952
409	433759	0.025203037980496768
4171	12387	0.02224781379247746
6774	67155	0.021803881912638604
1387	66682	0.020621391680391427
5111	18708	0.018246775059223765
1277	23885	0.01712724094318783
6521	245828	0.017060752556284493
891	11666	0.01649069349685336
1600	17927	0.015386782822667103
23163	15504	0.014270157619862363
377	13017	0.013999573222610692
823	12402	0.01386825622290081
421	12952	0.013376240103747336
6416	56210	0.013203864790580912
896	18786	0.012617735047953597
3708	16348	0.011852270638654058
4088	18627	0.011800430245194641
7273	20924	0.011786518106604757
23647	15185	0.011649042601284519
1465	71766	0.011637765946604154
153	84092	0.011277641184459291
10755	22601	0.01120895435224735
1026	12703	0.011100100861955151
22950	78891	0.01094751486320033
4926	14828	0.010856348451226997
1386	15505	0.010325047824357897
4999	19299	0.010164262194408788
580	16854	0.010057366272529077
338	98376	0.009961274657355329
4172	67923	0.009832581798774656
7704	15902	0.0091759807047035
27258	18193	0.00874332750415183
25804	21677	0.008650384399066248
4089	52432	0.008494643605863715
5932	24069	0.0083764145964762
6117	18771	0.008285275684950839
998	21417	0.008152209888669437
6635	12753	0.007669630304312957
9146	13418	0.0076482576833578645
23658	19893	0.007380530163063297
